report_number,occur_date,location,ucr_literal,neighborhood,latitude,longitude
162322975,2016-08-19,1870 CAMPBELLTON RD SW,BURGLARY-RESIDENCE,None,33.70939,-84.44964
162323084,2016-08-19,1631 STANTON RD SW,ROBBERY-PEDESTRIAN,None,33.71076,-84.44379999999998
162332361,2016-08-20,3695 CASCADE RD SW,AUTO THEFT,None,33.72531,-84.50923
162330750,2016-08-19,1185 COLLIER RD NW,LARCENY-FROM VEHICLE,Ellsworth Park,33.81136,-84.42529999999998
162341332,2016-08-21,3353 GREENBRIAR PKWY SW,LARCENY-FROM VEHICLE,None,33.684090000000005,-84.50119999999998
162341886,2016-08-21,827 LYNN CIR SW,LARCENY-FROM VEHICLE,None,33.73281,-84.48659
162341159,2016-08-20,3378 GREENBRIAR PKWY SW,AUTO THEFT,None,33.68387,-84.50203999999998
162341513,2016-08-21,2060 PEACHTREE RD NW,AUTO THEFT,Brookwood Hills,33.81115,-84.39288999999998
162351719,2016-08-22,2251 MARIETTA BLVD NW ,AUTO THEFT,None,33.81831,-84.44880999999998
162351964,2016-08-22,1105 RESEARCH CENTER ATL DR SW,LARCENY-NON VEHICLE,None,33.72835,-84.5079
162350121,2016-08-20,1185 COLLIER RD NW @GEORGIAN HILLS APTS,LARCENY-FROM VEHICLE,Westover Plantation,33.81265,-84.42465
162351081,2016-08-22,4017 MELVIN DR SW,LARCENY-FROM VEHICLE,None,33.70847,-84.51994
162350736,2016-08-22,1700 COUNTY LINE RD SW,LARCENY-FROM VEHICLE,None,33.70687,-84.53581
162351633,2016-08-22,4213 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81384,-84.38965
162362671,2016-08-23,654 ELBRIDGE DR NW,BURGLARY-RESIDENCE,None,33.7731,-84.43251999999998
162361771,2016-08-23,275 COLLIER RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.808409999999995,-84.39752
162361916,2016-08-23,100 GREENSFERRY AVE SW,LARCENY-FROM VEHICLE,Joel Chandler Harris Homes,33.74714,-84.41105999999998
162361358,2016-08-23,2221 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.815090000000005,-84.39149
162362284,2016-08-23,415 ARMOUR DR,LARCENY-NON VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
162362671,2016-08-23,654 ELBRIDGE DR NW,AUTO THEFT,None,33.7731,-84.43251999999998
162362768,2016-08-23,3550 CAMPBELLTON RD SW,AUTO THEFT,None,33.689840000000004,-84.50490999999998
162362760,2016-08-23,3221 MARTIN L KING JR DR NW,ROBBERY-PEDESTRIAN,None,33.75284,-84.49255999999998
162372531,2016-08-24,2325 MARIETTA BLVD NW,AUTO THEFT,None,33.82065,-84.45274
162370503,2016-08-23,1185 COLLIER RD NW,LARCENY-FROM VEHICLE,Ellsworth Park,33.81136,-84.42529999999998
162380983,2016-08-25,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
162381926,2016-08-25,2144 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81305,-84.39260999999998
162392713,2016-08-24,1840 CAMPBELLTON RD SW,AUTO THEFT,None,33.709790000000005,-84.44865
162390094,2016-08-25,2171 PEACHTREE RD NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81347,-84.39228
162400291,2016-08-26,2000 MOORES MILL RD NW,BURGLARY-NONRES,Ridgewood Heights,33.820809999999994,-84.45063
162401414,2016-08-27,3201 MARTIN L KING JR DR NW @GORDON VALLEY APTS,LARCENY-FROM VEHICLE,None,33.75428,-84.49165
162401386,2016-08-27,3450 CASCADE RD SW,AUTO THEFT,None,33.72265,-84.50091
162410774,2016-08-15,17 HOWELL MILL PLANTATION,LARCENY-NON VEHICLE,None,33.83994000000001,-84.42471999999998
162411227,2016-08-28,2325 BOLTON RD,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
162412081,2016-08-20,2020 PEACHTREE RD NW @SHEPHERD CENTER,LARCENY-FROM VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
162412327,2016-08-28,3201 MARTIN L KING JR DR NW @GORDON VALLEY APTS,LARCENY-FROM VEHICLE,None,33.75428,-84.49165
162411411,2016-08-28,330 BROWNLEE RD SW,AGG ASSAULT,None,33.74716,-84.49741
162420874,2016-08-28,410 14TH STNW,LARCENY-FROM VEHICLE,None,33.72835,-84.5079
162422645,2016-08-27,3111 HICKMAN DR NW,LARCENY-FROM VEHICLE,Stratford,33.75456,-84.4888
162422103,2016-08-29,1105 RESEARCH CENTER ATL DR SW,LARCENY-NON VEHICLE,None,33.72835,-84.5079
162422071,2016-08-29,2065 DEFOORS FERRY RD NW,LARCENY-NON VEHICLE,Westover Plantation,33.81172,-84.4257
162411445,2016-08-28,3144 MARTIN LUTHER KING JR DR SW,AGG ASSAULT,Stratford,33.75108,-84.48898
162432606,2016-08-30,3144 MARTIN L KING JR DR SW,ROBBERY-PEDESTRIAN,None,33.74995,-84.4899
162430159,2016-08-30,3086 MIDDLETON RD NW,AGG ASSAULT,Stratford,33.7523,-84.4902
162432985,2016-08-30,4635 HEATHERWOOD DR SW,LARCENY-NON VEHICLE,None,33.71548,-84.53846
162430790,2016-08-28,120 ANDERSON AVE SW,LARCENY-FROM VEHICLE,Battle Hill Haven,33.75104,-84.44598
162432567,2016-08-28,2405 FAIRBURN RD SW @BEN HILL PARK,LARCENY-FROM VEHICLE,None,33.6889,-84.51290999999998
162432374,2016-08-30,62 HARWELL RD NW,AGG ASSAULT,None,33.7538,-84.49299999999998
162440932,2016-08-31,1675 NISKEY LAKE RD SW,AUTO THEFT,None,33.70868,-84.53463999999998
162452405,2016-09-01,1685 RALPH D ABERNATHY BLVD SW,AUTO THEFT,Westview,33.748509999999996,-84.44249999999998
162452521,2016-09-01,2492 MARTIN L KING JR DR SW,AUTO THEFT,Battle Hill Haven,33.75067,-84.44614
162453059,2016-08-31,2171 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81347,-84.39228
162451262,2016-09-01,36 DELMOOR CT NW,BURGLARY-RESIDENCE,None,33.7567,-84.49101999999998
162450872,2016-08-30,1345 PIEDMONT AVE NE @ATLANTA BOTANICAL GA,BURGLARY-NONRES,None,33.785779999999995,-84.37429
162473259,2016-09-03,3047 MIDDLETON RD NW,AGG ASSAULT,Stratford,33.75293,-84.48962
162470778,2016-09-03,62 HARWELL RD NW,AUTO THEFT,None,33.7538,-84.49299999999998
162471241,2016-09-02,1715 LOCH LOMOND TRL SW,AUTO THEFT,None,33.71018,-84.54446999999998
162472567,2016-09-03,1442  OGLETHORPE AVE SW,AUTO THEFT,Westview,33.73689,-84.43586999999998
162480716,2016-09-03,1185 COLLIER RD NW,LARCENY-FROM VEHICLE,Ellsworth Park,33.81136,-84.42529999999998
162482127,2016-09-04,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
162481547,2016-09-04,1105 RESEARCH CENTER ATL DR SW,LARCENY-NON VEHICLE,None,33.72835,-84.5079
162480831,2016-09-03,4907 PEACHTREE PARK DR NE,LARCENY-NON VEHICLE,Brookwood Hills,33.81387,-84.38971999999998
162491613,2016-09-05,1888 Peachtree Rd Atlanta,AUTO THEFT,Brookwood,33.806709999999995,-84.39389
162491469,2016-09-05,3048 MIDDLETON RD NW,ROBBERY-PEDESTRIAN,Stratford,33.75289,-84.48935
162490885,2016-05-20,74 LINKWOOD RD NW,BURGLARY-RESIDENCE,Stratford,33.75718,-84.48303
162500670,2016-09-02,3155 CUSHMAN CIR SW,BURGLARY-NONRES,None,33.7498,-84.49104
162501447,2016-09-06,2800 PEYTON CROSSING DR SW,BURGLARY-RESIDENCE,None,33.73622,-84.47708
162502637,2016-09-06,4202 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81358,-84.38955
162502906,2016-09-06,2440 BARGE RD SW,BURGLARY-RESIDENCE,None,33.68847,-84.50615
162500170,2016-09-05,2143 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81262,-84.39194999999998
162501817,2016-09-06,3193 HOWELL MILL RD NW,LARCENY-FROM VEHICLE,None,33.842220000000005,-84.42766999999998
162503170,2016-09-06,542 HIAWASSEE DR SW,LARCENY-FROM VEHICLE,None,33.741279999999996,-84.49329
162502351,2016-09-06,2221 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.815090000000005,-84.39149
162511044,2016-09-02,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
162511120,2016-09-07,1700 STANTON RD SW,BURGLARY-RESIDENCE,None,33.709070000000004,-84.44364
162520656,2016-09-07,2125 COUNTY LINE RD SW ,LARCENY-NON VEHICLE,None,33.69696,-84.53569
162532237,2016-09-09,3810 CAMPBELLTON RD SW,AGG ASSAULT,None,33.690670000000004,-84.51276999999997
162532472,2016-09-09,3086 MIDDLETON RD,AGG ASSAULT,Stratford,33.75295,-84.48959999999998
162531640,2016-09-09,4465 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,None,33.69704,-84.53461999999998
162532733,2016-09-08,1209 COLLIER RD NW,LARCENY-NON VEHICLE,Ellsworth Park,33.811609999999995,-84.42570999999998
162522701,2016-09-08,3695 CASCADE RD SW,LARCENY-NON VEHICLE,None,33.724090000000004,-84.5082
162530825,2016-09-08,415 ARMOUR DR NE,LARCENY-FROM VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
162532488,2016-09-09,97 DELMOOR DR NW,BURGLARY-RESIDENCE,None,33.7575,-84.49119
162533204,2016-09-09,1631 STANTON RD SW,BURGLARY-RESIDENCE,None,33.71076,-84.44379999999998
162540243,2016-09-09,1700 STANTON RD SW,BURGLARY-RESIDENCE,None,33.709070000000004,-84.44364
162542714,2016-09-08,2233 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.8153,-84.39131
162542210,2016-09-10,1105 RESEARCH CENTER ATL DR SW,LARCENY-NON VEHICLE,None,33.72835,-84.5079
162541562,2016-09-10,4511 CAMPBELLTON RD SW,AUTO THEFT,None,33.69625,-84.53566999999998
162551704,2016-09-11,2325 MARIETTA BLVD,AUTO THEFT,None,33.82065,-84.45274
162552215,2016-09-11,2981 TRIBBLE LN NW,LARCENY-FROM VEHICLE,Stratford,33.75954,-84.48451
162561365,2016-09-10,1983 MARTIN L KING JR DR NW,BURGLARY-RESIDENCE,Battle Hill Haven,33.75014,-84.45241
162562115,2016-09-12,1870 CAMPBELLTON RD SW,BURGLARY-RESIDENCE,None,33.70939,-84.44964
162562394,2016-09-12,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
162561128,2016-09-11,497 CARTER AVE SE,LARCENY-FROM VEHICLE,None,33.739090000000004,-84.30378
162562651,2016-09-12,4511 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.69625,-84.53566999999998
162561485,2016-09-12,1105 RESEARCH CENTER ATL DR SW,LARCENY-NON VEHICLE,None,33.72835,-84.5079
162561955,2016-09-12,1105 RESEARCH CENTER ATL DR SW,LARCENY-NON VEHICLE,None,33.72835,-84.5079
162571377,2016-09-13,1185 COLLIER RD NW,AGG ASSAULT,Ellsworth Park,33.81136,-84.42529999999998
162562742,2016-09-12,2942 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.75495,-84.48362
162582876,2016-09-14,1631 STANTON RD SW,BURGLARY-RESIDENCE,None,33.71076,-84.44379999999998
162581866,2016-09-14,3655 CASCADE RD,AGG ASSAULT,None,33.72352,-84.50819
162592456,2016-09-15,3787 MELVIN DR SW;,AUTO THEFT,None,33.708259999999996,-84.51318999999998
162593177,2016-09-15,3450 CASCADE RD SW,LARCENY-NON VEHICLE,None,33.72265,-84.50091
162591388,2016-09-15,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
162592116,2016-09-15,311 SCOTT ST SW,BURGLARY-RESIDENCE,None,33.749559999999995,-84.49594999999998
162603235,2016-09-16,3378 GREENBRIAR PKWY SW,BURGLARY-RESIDENCE,None,33.68387,-84.50203999999998
162600521,2016-09-15, I-285 NB EXPY NW / MARTIN L KING JR DR NW ,LARCENY-FROM VEHICLE,None,33.75352,-84.49535999999998
162602232,2016-09-16,2170 PIEDMONT RD NE,LARCENY-FROM VEHICLE,None,33.8162,-84.36732999999998
162602299,2016-09-16,181 ARMOUR DR NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.809020000000004,-84.38284
162601931,2016-09-16,70 ALLEN TEMPLE CT NW,AGG ASSAULT,None,33.75308,-84.4906
162611920,2016-09-17,3665 CASCADE RD SW @SOUTHWEST BRANCH,LARCENY-FROM VEHICLE,None,33.72469,-84.50678999999998
162611925,2016-09-17,1105 RESEARCH CENTER,LARCENY-FROM VEHICLE,None,33.72835,-84.5079
162612520,2016-09-16,54 PEACHTREE PARK DR NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81296,-84.39082999999998
162610918,2016-09-17,2980 MIDDLETON RD NW,LARCENY-FROM VEHICLE,Stratford,33.753170000000004,-84.48706999999997
162621232,2016-09-18,114 DELMOOR DR NW,AGG ASSAULT,None,33.75711,-84.4918
162622262,2016-09-16,4004 MELVIN DR SW,BURGLARY-RESIDENCE,None,33.70786,-84.51896999999998
162621579,2016-09-18,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
162622454,2016-09-18,3208 MARTIN L KING JR DR SW,LARCENY-FROM VEHICLE,None,33.75188,-84.49244
162622381,2016-09-18,1105 RESEARCH CENTER ATL DR SW,LARCENY-NON VEHICLE,None,33.72835,-84.5079
162621098,2016-09-18,2325 MARIETTA BLVD NW,AUTO THEFT,None,33.82065,-84.45274
162622307,2016-09-18,3045 MIDDLETON RD NW,AGG ASSAULT,Stratford,33.75334,-84.48919999999998
162631106,2016-09-18,3042 MIDDLETON RD NW,AUTO THEFT,Stratford,33.75292,-84.48928999999998
162632980,2016-09-19,2025 PEACHTREE RD NE @DARLINGTON APARTMEN,ROBBERY-PEDESTRIAN,Brookwood,33.80965,-84.39144
162630142,2016-09-19,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
162631094,2016-09-18,2240 PEACHTREE RD NW,LARCENY-FROM VEHICLE,None,33.81602,-84.39211
162631449,2016-09-18,4485 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.69635,-84.53496
162630793,2016-09-19,3684 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,None,33.68974,-84.50905999999998
162632149,2016-09-19,2001 MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,Battle Hill Haven,33.75056,-84.45044
162631441,2016-09-13,3378 GREENBRIAR PKWY SW,BURGLARY-RESIDENCE,None,33.68403,-84.50216
162642534,2016-09-20,1660 STANTON RD SW,BURGLARY-RESIDENCE,None,33.70988,-84.44360999999998
162642475,2016-09-20,2025 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.80958,-84.39293999999998
162642080,2016-09-20,1745 HADLOCK ST SW,ROBBERY-PEDESTRIAN,None,33.7078,-84.44665
162642838,2016-09-20,3020 DELMAR LN NW,AGG ASSAULT,Stratford,33.75517,-84.48578999999998
162652067,2016-09-21,3086 MIDDLETON RD NW,AGG ASSAULT,Stratford,33.7523,-84.4902
162651441,2016-09-21,1105 RESEARCH CENTER ATL DR SW,LARCENY-NON VEHICLE,None,33.72835,-84.5079
162651674,2016-09-21,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
162661886,2016-09-21,2161 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81333,-84.39175
162662536,2016-09-21,1185 COLLIER RD NW,LARCENY-FROM VEHICLE,Ellsworth Park,33.81136,-84.42529999999998
162660986,2016-09-21,3150 REEVES CIR NW,AUTO THEFT,None,33.754509999999996,-84.49038
162680061,2016-09-24,3405 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.8138,-84.38956999999998
162681135,2016-09-24,3270 BOULDER PARK DR SW,AGG ASSAULT,None,33.75007,-84.49476
162691782,2016-09-25,500 10TH ST NE @BELTLINE BUSINESS,LARCENY-FROM VEHICLE,None,33.78223,-84.36922
162691028,2016-09-25,2453 CORONET WAY NW,BURGLARY-RESIDENCE,Westover Plantation,33.82117,-84.44793
162690876,2016-09-25,40 PEACHTREE VALLEY RD NE,BURGLARY-RESIDENCE,Brookwood Hills,33.810959999999994,-84.39145
162690520,2016-09-25,1722 CAMPBELLTON RD,LARCENY-NON VEHICLE,None,33.71107,-84.44410999999998
162703062,2016-09-26,11 ALLEN TEMPLE CT NW,AGG ASSAULT,None,33.75517,-84.49078
162701028,2016-09-26,2325 MARIETTA BLVD,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
162702791,2016-09-26,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
162712937,2016-09-27,311 SCOTT ST SW,AUTO THEFT,None,33.74607,-84.49526999999998
162710921,2016-09-27,2555 BOLTON RD NW ,LARCENY-NON VEHICLE,None,33.82028,-84.45188
162711543,2016-09-27,2221 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.815090000000005,-84.39149
162711394,2016-09-27,311 SCOTT ST SW,LARCENY-FROM VEHICLE,None,33.749559999999995,-84.49594999999998
162711806,2016-09-27,2091 MARTIN L KING JR DR NW,BURGLARY-RESIDENCE,Battle Hill Haven,33.749970000000005,-84.455
162712195,2016-09-27,1631 STANTON RD SW,BURGLARY-RESIDENCE,None,33.71076,-84.44379999999998
162720290,2016-09-28,1325 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-NONRES,None,33.7726,-84.43123
162722469,2016-09-28,3676 STONE RD SW,AUTO THEFT,None,33.68103,-84.50812999999998
162722885,2016-09-28,3580 CAMPBELLTON RD SW,AUTO THEFT,None,33.6899,-84.50584
162731712,2016-09-29,1631 STANTON RD SW,BURGLARY-RESIDENCE,None,33.71076,-84.44379999999998
162722360,2016-09-22,1185 COLLIER RD NW ,BURGLARY-NONRES,Westover Plantation,33.81265,-84.42465
162742011,2016-09-30,415 ARMOUR DR NE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
162741806,2016-09-30,3740 CAMPBELLTON RD SW,AGG ASSAULT,None,33.690129999999996,-84.51071999999998
162741340,2016-09-29,4610 ORKNEY LN SW,LARCENY-FROM VEHICLE,None,33.7107,-84.53881
162743087,2016-09-30,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
162742480,2016-09-30,62 HARWELL RD NW,AUTO THEFT,None,33.7538,-84.49299999999998
162751657,2016-10-01,2251 MARIETTA BLVD NW,LARCENY-NON VEHICLE,None,33.81831,-84.44880999999998
162752254,2016-10-01,384 WOODWARD WAY NW,LARCENY-FROM VEHICLE,None,33.81596,-84.40349999999998
162752016,2016-10-01,696 LYNN VALLEY RD SW,BURGLARY-RESIDENCE,None,33.73648,-84.48411999999998
162761074,2016-10-02,3381 GREENBRIAR PKWY SW,LARCENY-FROM VEHICLE,None,33.68403,-84.50216
162762093,2016-10-02,3550 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.689840000000004,-84.50490999999998
162761188,2016-09-28,2110 PEACHTREE RD NW @MICK'S - BENNETT ST,LARCENY-NON VEHICLE,Brookwood Hills,33.81203,-84.39274
162761571,2016-09-30,2980 MIDDLETON RD NW,LARCENY-NON VEHICLE,Stratford,33.75285,-84.48838
162760674,2016-10-02,3580 CAMPBELLTON RD SW,AUTO THEFT,None,33.6899,-84.50584
162761401,2016-10-02,2193 PEACHTREE RD NE,AUTO THEFT,Brookwood Hills,33.81411,-84.39144
162761499,2016-09-29,4100 ANNECY DR SW,AUTO THEFT,None,33.70417,-84.52908999999998
162772165,2016-10-03,2233 PEACHTREE RD NE  ,LARCENY-FROM VEHICLE,Brookwood Hills,33.8153,-84.39131
162772448,2016-10-02,784 MCKENZIE CT SW,LARCENY-FROM VEHICLE,None,33.73465,-84.47943999999998
162772635,2016-10-03,500 10TH ST NE @BELTLINE BUSINESS,LARCENY-FROM VEHICLE,None,33.78223,-84.36922
162772655,2016-10-03,1870 CAMPBELLTON RD SW,AGG ASSAULT,None,33.70939,-84.44964
162780801,2016-10-03,1770 COUNTY LINE RD SW,LARCENY-FROM VEHICLE,None,33.70687,-84.53581
162791620,2016-10-05,1968 PEACHTREE RD,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
162792067,2016-10-05,604 LYNHURST DR SW @TRINITY AME CHURCH,LARCENY-FROM VEHICLE,Stratford,33.73907,-84.48940999999998
162791129,2016-10-05,1685 RALPH D ABERNATHY BLVD SW,LARCENY-NON VEHICLE,Westview,33.748509999999996,-84.44249999999998
162791453,2016-10-04,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
162792859,2016-10-05,1631 STANTON RD SW,BURGLARY-RESIDENCE,None,33.71076,-84.44379999999998
162791185,2016-10-05,94 ALLEN TEMPLE CT NW,BURGLARY-RESIDENCE,None,33.75266,-84.49055
162800882,2016-10-05,49 BENNETT ST NW,BURGLARY-NONRES,Brookwood Hills,33.81199,-84.39435
162801871,2016-10-06,3764 HEMPSTEAD WAY SW,LARCENY-FROM VEHICLE,None,33.680859999999996,-84.51035
162802508,2016-10-06,1700 STANTON RD SW,LARCENY-NON VEHICLE,None,33.709070000000004,-84.44364
162801580,2016-10-06,2325 MARIETTA BLVD NW,AUTO THEFT,None,33.82065,-84.45274
162812103,2016-10-07,3207 BOULDER PARK DR SW,AUTO THEFT,Stratford,33.75103,-84.48831
162811536,2016-09-01,3280 HOWELL MILL RD NW,LARCENY-NON VEHICLE,None,33.84353,-84.42891999999998
162812001,2016-10-06,1404 PEACHTREE PARK DR NE,LARCENY-NON VEHICLE,Brookwood Hills,33.81355,-84.38946999999997
162811230,2016-10-07,1722 CAMPBELLTON RD SW ,LARCENY-FROM VEHICLE,None,33.71107,-84.44410999999998
162810721,2016-10-06,2981 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.755559999999996,-84.48462999999998
162811503,2016-09-30,3045 MIDDLETON RD NW,BURGLARY-RESIDENCE,Stratford,33.75334,-84.48919999999998
162821846,2016-10-08,3550 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.689840000000004,-84.50490999999998
162822680,2016-10-07,2788 DEFOORS FERRY RD NW,LARCENY-FROM VEHICLE,Westover Plantation,33.82114,-84.44713
162822776,2016-10-08,498 10TH ST NE,LARCENY-NON VEHICLE,None,33.781859999999995,-84.37298
162820955,2016-10-07,3378 GREENBRIAR PKWY SW,AUTO THEFT,None,33.68387,-84.50203999999998
162831001,2016-10-09,3381 GREENBRIAR PKWY SW,AUTO THEFT,None,33.68403,-84.50216
162831625,2016-10-07,3540 N CAMP CREEK PKWY SW,AUTO THEFT,None,33.67051,-84.50298999999998
162831916,2016-10-09,2325 MARIETTA BLVD NW,AUTO THEFT,None,33.82065,-84.45274
162830208,2016-10-08,2255 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81563,-84.39092999999998
162832082,2016-10-09,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
162831484,2016-10-08,3901 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81382,-84.38961999999998
162840825,2016-10-06,3280 HOWELL MILL RD NW,BURGLARY-NONRES,None,33.84352,-84.42834
162842468,2016-10-10,500 10TH ST NE @BELTLINE BUSINESS,LARCENY-FROM VEHICLE,None,33.78223,-84.36922
162841817,2016-10-10,2405 FAIRBURN RD SW @Multiple,ROBBERY-PEDESTRIAN,None,33.6889,-84.51290999999998
162841709,2016-09-25,3750 CAMPBELLTON RD SW,AUTO THEFT,None,33.6903,-84.51113999999998
162850306,2016-10-11,3164 CUSHMAN CIR SW,AUTO THEFT,None,33.748979999999996,-84.49168
162850775,2016-10-10,3381 GREENBRIAR PKWY SW,LARCENY-FROM VEHICLE,None,33.68403,-84.50216
162851137,2016-10-11,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
162850031,2016-10-10,1660 STANTON RD,BURGLARY-RESIDENCE,None,33.70988,-84.44360999999998
162853093,2016-10-11,1325 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-NONRES,None,33.7726,-84.43123
162861644,2016-10-11,2151 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.8131,-84.39216999999998
162872331,2016-10-13,4511 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.69625,-84.53566999999998
162872905,2016-10-13,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
162880235,2016-10-14,1977 MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,Battle Hill Haven,33.7511,-84.4479
162891505,2016-10-15,2600 BOLTON RD NW,LARCENY-FROM VEHICLE,Ridgewood Heights,33.82062,-84.45000999999998
162891765,2016-10-15,3550 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.689840000000004,-84.50490999999998
162890549,2016-10-15,1402 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81355,-84.38946999999997
162892357,2016-10-15,3211 MARTIN LUTHER KING JR DR SW,AGG ASSAULT,Stratford,33.75527,-84.48577
162900460,2016-10-16,80 Jeesie Hill Jr Dr,AGG ASSAULT,Battle Hill Haven,33.75087,-84.44490999999998
162902028,2016-10-16,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
162900919,2016-10-15,3144 MARTIN L KING JR DR SW,AUTO THEFT,None,33.75104,-84.48919999999998
162902479,2016-10-16,70 ALLEN TEMPLE CT NW,AGG ASSAULT,None,33.75308,-84.4906
162910294,2016-10-16,3580 CAMPBELLTON RD SW  ,AUTO THEFT,None,33.6899,-84.50584
162912696,2016-10-17,3750 CAMPBELLTON RD SW,AUTO THEFT,None,33.6903,-84.51113999999998
162911272,2016-10-16,3378 GREENBRIAR PKWY SW,LARCENY-FROM VEHICLE,None,33.68387,-84.50203999999998
162912726,2016-10-17,350 10TH ST NE,LARCENY-FROM VEHICLE,None,33.78187,-84.37791999999997
162912891,2016-10-17,500 10TH ST NE,LARCENY-FROM VEHICLE,None,33.78223,-84.36922
162912966,2016-10-17,2171 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81347,-84.39228
162910578,2016-10-17,3202 MARTIN L KING JR DR SW,BURGLARY-NONRES,None,33.75176,-84.49181999999998
162911446,2016-10-17,479 DAMERON CIR SW,BURGLARY-RESIDENCE,None,33.74253,-84.49867999999998
162921939,2016-10-18,415 ARMOUR DR NE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
162922710,2016-10-17,25 DELMOOR CT NW,BURGLARY-RESIDENCE,None,33.75633,-84.4906
162921722,2016-10-18,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
162921416,2016-10-18,2325 MARIETTA BLVD NW,LARCENY-NON VEHICLE,None,33.82065,-84.45274
162920107,2016-10-17,3580 CAMPBELLTON RD SW,AUTO THEFT,None,33.6899,-84.50584
162922551,2016-10-17,1977 MARTIN L KING JR DR NW,AUTO THEFT,Battle Hill Haven,33.7511,-84.4479
162932554,2016-10-18,3201 DOWNWOOD CIR NW,LARCENY-NON VEHICLE,None,33.84133,-84.42602999999998
